sample_id,split,stage,point,x,y,z
train_00000,train,0,A2,-963.4711672300595,404.6898399367569,-330.7364327403274
train_00000,train,0,A3,-938.1749032460211,272.81753240056895,-438.67696412597985
train_00000,train,0,A4,-910.6700846673424,60.61258522430962,-436.7536022786815
train_00000,train,0,A5,-796.2026266827779,226.30743384205616,123.89103103276335
train_00000,train,0,B2,-564.4971313746745,-410.6528419186408,-282.7342244372224
train_00000,train,0,B3,-589.5571127155675,-336.142828828802,-351.1263933617911
train_00000,train,0,B4,568.3918176061036,-36.18872990739949,-447.7870449598774
train_00000,train,0,B5,545.9230492605874,223.3914523871608,89.44371659878048
train_00000,train,0,B6,-631.2990123551853,-12.926788732142136,152.3794885108271
train_00000,train,0,C2,1229.676939485604,-228.58112603991324,-124.72474317794065
train_00000,train,0,C3,1439.4642996903951,-205.76961552761986,-53.260264324541744
train_00000,train,0,C4,1388.0395979217428,18.591170487450768,-98.03639722809484
train_00000,train,0,C5,1238.8124365297654,-151.30915465408685,-21.268740261650464
train_00000,train,0,C6,1391.6833577933917,117.62585265690848,-1.0229910073052269
train_00000,train,0,C7,1448.742937452387,-224.42227796367632,-27.33004510228207
train_00000,train,1,A2,-931.0625560577636,231.97573146027239,-185.81446505890287
train_00000,train,1,A3,-923.2769798807873,90.3868068283906,-283.7213864297743
train_00000,train,1,A4,-947.5519761404861,-121.81766484658176,-269.80937540888976
train_00000,train,1,A5,-874.5372418384158,53.024989209803365,295.0851697423791
train_00000,train,1,B2,-600.0029222394601,-251.96752013706748,-162.7565219351098
train_00000,train,1,B3,-600.048306949222,-181.0978487491081,-239.12732313204057
train_00000,train,1,B4,600.03978979684,-181.11397812474482,-239.14816781907075
train_00000,train,1,B5,599.9675646780837,130.17066219225796,270.37129331514933
train_00000,train,1,B6,-599.9768716368585,192.86197914443594,229.81403603248444
train_00000,train,1,C2,1450.0102193786895,-158.78576299353125,-57.84363119947147
train_00000,train,1,C3,1640.0156629204357,-152.99691626161663,58.487047601107804
train_00000,train,1,C4,1639.9808676205218,64.65573825938503,-28.737828846652558
train_00000,train,1,C5,1450.0340390484453,-66.29617577166178,32.868880605125966
train_00000,train,1,C6,1640.034353959312,177.960028432203,51.35659421469905
train_00000,train,1,C7,1640.0534459746414,-167.82215421974914,88.23350225145244
train_00000,train,2,A2,-681.034695462328,232.01012853162837,-185.8110309747322
train_00000,train,2,A3,-673.2111040492206,90.46724658570663,-283.68813338143156
train_00000,train,2,A4,-697.5313541669098,-121.70943304047991,-269.86054628352133
train_00000,train,2,A5,-624.4555282873177,52.967111693336264,295.0160802495996
train_00000,train,2,B2,-600.0059304415782,-251.94230858064392,-162.82195787450559
train_00000,train,2,B3,-600.023815587061,-181.09878906574417,-239.10915926801405
train_00000,train,2,B4,599.9903623952996,-181.1112577823969,-239.1188163730768
train_00000,train,2,B5,599.9695448423842,130.2019186176374,270.31822485637815
train_00000,train,2,B6,-600.0344171516552,192.84717586320156,229.82991834070052
train_00000,train,2,C2,1450.0186335238875,-158.74164734429505,-57.8398694059595
train_00000,train,2,C3,1640.0151360094312,-152.96404509190197,58.52333152504808
train_00000,train,2,C4,1639.9666649695505,64.66953927406219,-28.694695754290464
train_00000,train,2,C5,1450.0047471334153,-66.27895678451098,32.90161255970395
train_00000,train,2,C6,1639.9796609081707,177.9310888025737,51.300593484862766
train_00000,train,2,C7,1640.001186346639,-167.8972722389123,88.24609996568215
train_00000,train,3,A2,-681.0283619918049,231.9854989464132,-185.81087750117467
train_00000,train,3,A3,-673.2560170574462,90.46081707288796,-283.72875887522395
train_00000,train,3,A4,-697.5493280404733,-121.65462805260137,-269.83371763072836
train_00000,train,3,A5,-624.4597604305877,52.97461291590486,294.97221908688834
train_00000,train,3,B2,-600.0399303685275,-251.9526586755382,-162.7431235945849
train_00000,train,3,B3,-599.9941036254136,-181.07064570080087,-239.17470886361463
train_00000,train,3,B4,600.0103844541119,-181.08184829544047,-239.13306356134365
train_00000,train,3,B5,599.9623919120542,130.20782856852384,270.34711397647294
train_00000,train,3,B6,-600.0116078551996,192.80745974342665,229.88618770897895
train_00000,train,3,C2,1199.9952147793535,-158.65813449776056,-57.77403699668076
train_00000,train,3,C3,1390.0199259064984,-152.88503255942575,58.479296704386435
train_00000,train,3,C4,1390.02082799938,64.73353074691326,-28.531283577369297
train_00000,train,3,C5,1200.037854199216,-66.19638849328152,32.945103289250355
train_00000,train,3,C6,1390.0368813544771,178.04316821995505,51.48024417668258
train_00000,train,3,C7,1390.0259010273583,-167.78673311770626,88.29583143594078
train_00000,train,4,A2,-681.0761741585064,232.00107675542415,-185.86193588000955
train_00000,train,4,A3,-673.1981724575744,90.41832923937794,-283.70109410964653
train_00000,train,4,A4,-697.4229461828319,-121.71829518326652,-269.8960092314791
train_00000,train,4,A5,-624.4126986351887,53.02307266414336,294.9933068014135
train_00000,train,4,B2,-600.0091390982869,-252.02308165972144,-162.7966530194222
train_00000,train,4,B3,-599.95766716261,-181.1270635951395,-239.15484096846697
train_00000,train,4,B4,600.0413751158478,-181.14386458144534,-239.15280599545096
train_00000,train,4,B5,600.0182862996983,130.20007218614313,270.21956748444717
train_00000,train,4,B6,-600.0156439607,192.82879953752533,229.81848723434084
train_00000,train,4,C2,1200.0443303460643,-158.629038458396,-57.78145805989079
train_00000,train,4,C3,1390.0734334322417,-152.8842544251465,58.47565815999543
train_00000,train,4,C4,1390.058903402311,64.72975829272309,-28.56998506447895
train_00000,train,4,C5,1200.0897301814794,-66.18062608352157,32.92635863136722
train_00000,train,4,C6,1390.0665033143603,178.00606580294516,51.3843568957595
train_00000,train,4,C7,1390.0741712639126,-167.81172116428257,88.26973112744493
train_00001,train,0,A2,-1084.0911117582277,63.03834324423976,-111.33618576500932
train_00001,train,0,A3,-1079.2793487526424,-80.55906054522923,-206.47226364550292
train_00001,train,0,A4,-1104.6204281175833,-292.25785395703673,-187.69261720227158
train_00001,train,0,A5,-1018.8945616779134,-106.54186164005256,371.8069778378762
train_00001,train,0,B2,-598.9519947824682,-390.94734170180004,-195.2091844566279
train_00001,train,0,B3,-606.5802564433457,-310.91312778864244,-261.40039851705393
train_00001,train,0,B4,589.3776723080382,-215.59274697949522,-284.98344026509415
train_00001,train,0,B5,580.882697767821,25.162186240198526,261.2620005243463
train_00001,train,0,B6,-621.0396923737474,-2.8800930961245266,253.02144496395306
train_00001,train,0,C2,1315.7658322967031,165.84203749314605,30.46929225087679
train_00001,train,0,C3,1482.3250977167777,200.9621274033771,174.29736259937994
train_00001,train,0,C4,1466.8876308716524,414.3064095851909,78.5074028048443
train_00001,train,0,C5,1288.889856988383,259.51876822901556,115.82276941672063
train_00001,train,0,C6,1438.789632233555,528.3805371527591,152.36732248209802
train_00001,train,0,C7,1479.5763191085111,186.95675089674478,204.40166250590283
train_00001,train,1,A2,-931.0981531355221,232.14004907465738,-185.80700432827842
train_00001,train,1,A3,-923.3095668435612,90.57627707229285,-283.68117668905586
train_00001,train,1,A4,-947.55226890852,-121.60208507485054,-269.8111957255164
train_00001,train,1,A5,-874.5348447833125,53.01664250059729,295.0116681815141
train_00001,train,1,B2,-599.9805908586849,-252.08279121267185,-162.7890358596518
train_00001,train,1,B3,-599.9623148686243,-181.18028218393167,-239.16808403980326
train_00001,train,1,B4,600.0249549017618,-181.11705050991515,-239.17655481116702
train_00001,train,1,B5,599.9382805457388,130.16069574776463,270.27599475943083
train_00001,train,1,B6,-599.935562759416,192.84607880569047,229.80919617342553
train_00001,train,1,C2,1449.9914307593585,-158.7938534604853,-57.77319109500129
train_00001,train,1,C3,1639.9882259131073,-152.98169343654433,58.490789505844575
train_00001,train,1,C4,1640.0591353825275,64.6778575994532,-28.6328691887536
train_00001,train,1,C5,1450.0057075740554,-66.27976474051077,32.94674583168329
train_00001,train,1,C6,1639.9934709555625,177.8823654114249,51.326695041142365
train_00001,train,1,C7,1640.0153136989352,-167.8896800518397,88.29650325527767
train_00001,train,2,A2,-681.0355069344719,232.03301414607796,-185.87437257182063
train_00001,train,2,A3,-673.2980081311629,90.3708981816834,-283.6938324808841
train_00001,train,2,A4,-697.5237789933485,-121.78123868514334,-269.8835087299948
train_00001,train,2,A5,-624.447843753542,53.018054859991246,294.9818870065519
train_00001,train,2,B2,-599.9681030696128,-252.04710549222884,-162.7987864982136
train_00001,train,2,B3,-599.948863125617,-181.20359769683455,-239.1715760244303
train_00001,train,2,B4,600.1043442667291,-181.1176958901258,-239.2021050015342
train_00001,train,2,B5,600.043488271716,130.155372815009,270.25081035078017
train_00001,train,2,B6,-599.9936439994998,192.75170631296777,229.79669088794392
train_00001,train,2,C2,1450.0062446140282,-158.7448392660136,-57.86061223875534
train_00001,train,2,C3,1640.031334292744,-152.954392788529,58.47852729934242
train_00001,train,2,C4,1640.0194378724866,64.58839868496317,-28.623186457857244
train_00001,train,2,C5,1450.0237906262073,-66.24970806805665,32.90686442279219
train_00001,train,2,C6,1640.036136836035,177.89368880430624,51.40870714162242
train_00001,train,2,C7,1640.0362326947752,-167.8898758112317,88.3447933562488
train_00001,train,3,A2,-681.0281267602171,231.94073286683587,-185.89489312671054
train_00001,train,3,A3,-673.3092296180477,90.38379831108368,-283.72062116191273
train_00001,train,3,A4,-697.5798851702542,-121.81644032629514,-269.837184900787
train_00001,train,3,A5,-624.45882826085,52.94708771997547,295.05139752673574
train_00001,train,3,B2,-599.9469620220236,-252.05179902457357,-162.72711114543824
train_00001,train,3,B3,-599.9525003314997,-181.1872007964126,-239.15960544988448
train_00001,train,3,B4,600.0355498326576,-181.14833868724753,-239.15529039870484
train_00001,train,3,B5,600.0251180464178,130.18892544000457,270.249578970666
train_00001,train,3,B6,-599.9886662298583,192.78420686708,229.7868121844264
train_00001,train,3,C2,1200.056991002071,-158.70283038363544,-57.82904907426312
train_00001,train,3,C3,1390.071973733852,-152.83596556083407,58.37618609471309
train_00001,train,3,C4,1390.0579838912486,64.71751595582333,-28.741846626152135
train_00001,train,3,C5,1200.0500687883086,-66.24168979880801,32.81358695810162
train_00001,train,3,C6,1390.031562997278,178.02750588639898,51.30375078246985
train_00001,train,3,C7,1390.0934913159742,-167.78953000162315,88.17991659960634
train_00001,train,4,A2,-681.1013442406161,231.93052456285622,-185.81312666316148
train_00001,train,4,A3,-673.2803638639166,90.4745347142515,-283.7021036059156
train_00001,train,4,A4,-697.5460372025022,-121.71965757727754,-269.8749928204815
train_00001,train,4,A5,-624.4330595027966,52.9993242120044,294.9893511952058
train_00001,train,4,B2,-599.9745310884462,-251.96485390079866,-162.8052965193713
train_00001,train,4,B3,-599.9533031713706,-181.09688294517187,-239.18766564820336
train_00001,train,4,B4,600.0047141235025,-181.0729723846797,-239.11727909660956
train_00001,train,4,B5,599.9455073006035,130.21654656610485,270.34117419699373
train_00001,train,4,B6,-600.0255886617248,192.76970133840047,229.78379877531228
train_00001,train,4,C2,1200.063965543859,-158.71430432951647,-57.81086635322292
train_00001,train,4,C3,1390.0519256447503,-152.9034029114434,58.41408914182666
