sample_id,split,stage,point,x,y,z,target_x,target_y,target_z,final_target_x,final_target_y,final_target_z
calibration_00067,calibration,4,C3,1050.003392037557,-52.09264584684877,-295.371102900881,1050.0,-52.0944533000791,-295.4423259036624,1050.0,-52.0944533000791,-295.4423259036624
calibration_00068,calibration,0,A1,-1350.0212865214387,622.9886637558766,186.80020988513684,-1350.0,622.9560403143369,186.84787393758415,-750.0,272.9560403143369,99.34787393758417
calibration_00068,calibration,0,A2,-1499.9956417521812,150.9847456084968,254.55265345734676,-1500.0,150.9758155493185,254.50111976792584,-900.0,-199.0241844506815,167.00111976792584
calibration_00068,calibration,0,A3,-1650.0167451120362,315.54970366490625,-107.87746870385224,-1650.0,315.54275797053066,-107.91673027589673,-1050.0,-34.45724202946934,-195.41673027589673
calibration_00068,calibration,0,B1,-299.9731193844954,-68.07338641800635,15.04931762506915,-300.0,-68.0922137642275,15.106042997700612,-300.0,281.9077862357725,102.60604299770061
calibration_00068,calibration,0,B2,0.0007233198756678056,-579.8025429373783,105.32785996436927,0.0,-579.8133329356933,105.33628290596184,0.0,-229.81333293569338,192.83628290596184
calibration_00068,calibration,0,B3,299.9508506248258,-402.08630148613184,-382.9184137015493,300.0,-402.0944533000791,-382.9423259036624,300.0,-52.0944533000791,-295.4423259036624
calibration_00068,calibration,0,C1,1349.982196264168,631.9148725424278,190.12051666055407,1350.0,631.9077862357725,190.10604299770063,750.0,281.9077862357725,102.60604299770061
calibration_00068,calibration,0,C2,1500.0327186141717,120.17685481737132,280.3638355509527,1500.0,120.18666706430662,280.33628290596187,900.0,-229.81333293569338,192.83628290596184
calibration_00068,calibration,0,C3,1650.026652147403,297.92187296795237,-207.9470417287279,1650.0,297.9055466999209,-207.94232590366238,1050.0,-52.0944533000791,-295.4423259036624
calibration_00068,calibration,1,A1,-999.981449879633,272.88111699949565,99.38938856138708,-1000.0,272.9560403143369,99.34787393758417,-750.0,272.9560403143369,99.34787393758417
calibration_00068,calibration,1,A2,-1150.0060344711883,-199.05610400148313,166.98057475101598,-1150.0,-199.0241844506815,167.00111976792584,-900.0,-199.0241844506815,167.00111976792584
calibration_00068,calibration,1,A3,-1299.9438523144393,-34.42948319335674,-195.51162609329938,-1300.0,-34.45724202946934,-195.41673027589673,-1050.0,-34.45724202946934,-195.41673027589673
calibration_00068,calibration,1,B1,-300.03349511372625,281.86204532267186,102.60189953113478,-300.0,281.9077862357725,102.60604299770061,-300.0,281.9077862357725,102.60604299770061
calibration_00068,calibration,1,B2,-0.03690857513155206,-229.8523263040078,192.86271099683674,0.0,-229.81333293569338,192.83628290596184,0.0,-229.81333293569338,192.83628290596184
calibration_00068,calibration,1,B3,299.97662687877374,-52.11047140694287,-295.4146255403483,300.0,-52.0944533000791,-295.4423259036624,300.0,-52.0944533000791,-295.4423259036624
calibration_00068,calibration,1,C1,1000.0295927349043,281.90996917881,102.56735580093672,1000.0,281.9077862357725,102.60604299770061,750.0,281.9077862357725,102.60604299770061
calibration_00068,calibration,1,C2,1149.9977273212558,-229.77947203690812,192.86816420947423,1150.0,-229.81333293569338,192.83628290596184,900.0,-229.81333293569338,192.83628290596184
calibration_00068,calibration,1,C3,1299.9610979600718,-52.08556941608855,-295.41297994978953,1300.0,-52.0944533000791,-295.4423259036624,1050.0,-52.0944533000791,-295.4423259036624
calibration_00068,calibration,2,A1,-750.060164476408,272.8590760435549,99.31288837050796,-750.0,272.9560403143369,99.34787393758417,-750.0,272.9560403143369,99.34787393758417
calibration_00068,calibration,2,A2,-900.0303971280623,-199.08965295661486,167.02519909245314,-900.0,-199.0241844506815,167.00111976792584,-900.0,-199.0241844506815,167.00111976792584
calibration_00068,calibration,2,A3,-1050.0431319844206,-34.584211152387624,-195.4327397702939,-1050.0,-34.45724202946934,-195.41673027589673,-1050.0,-34.45724202946934,-195.41673027589673
calibration_00068,calibration,2,B1,-300.05399203510143,281.8452743330773,102.55216868601241,-300.0,281.9077862357725,102.60604299770061,-300.0,281.9077862357725,102.60604299770061
calibration_00068,calibration,2,B2,0.028522088293704312,-229.87533474893726,192.80657700850978,0.0,-229.81333293569338,192.83628290596184,0.0,-229.81333293569338,192.83628290596184
calibration_00068,calibration,2,B3,299.97092036106307,-52.035539703959365,-295.4201843282055,300.0,-52.0944533000791,-295.4423259036624,300.0,-52.0944533000791,-295.4423259036624
calibration_00068,calibration,2,C1,1000.0114454406378,281.9900858053394,102.57147486959762,1000.0,281.9077862357725,102.60604299770061,750.0,281.9077862357725,102.60604299770061
calibration_00068,calibration,2,C2,1149.9971780409796,-229.7761600003361,192.831335057427,1150.0,-229.81333293569338,192.83628290596184,900.0,-229.81333293569338,192.83628290596184
calibration_00068,calibration,2,C3,1299.9887208613723,-52.10862133297004,-295.38152912046803,1300.0,-52.0944533000791,-295.4423259036624,1050.0,-52.0944533000791,-295.4423259036624
calibration_00068,calibration,3,A1,-750.0967331511122,272.9200774552358,99.36564360261086,-750.0,272.9560403143369,99.34787393758417,-750.0,272.9560403143369,99.34787393758417
calibration_00068,calibration,3,A2,-900.0948035686911,-199.0313828246778,166.9694258258944,-900.0,-199.0241844506815,167.00111976792584,-900.0,-199.0241844506815,167.00111976792584
calibration_00068,calibration,3,A3,-1050.0220760016641,-34.55701351911819,-195.39487433316648,-1050.0,-34.45724202946934,-195.41673027589673,-1050.0,-34.45724202946934,-195.41673027589673
calibration_00068,calibration,3,B1,-300.01013321769614,281.852659923743,102.58391753085836,-300.0,281.9077862357725,102.60604299770061,-300.0,281.9077862357725,102.60604299770061
calibration_00068,calibration,3,B2,0.03726543239923717,-229.86742476106883,192.8925951212117,0.0,-229.81333293569338,192.83628290596184,0.0,-229.81333293569338,192.83628290596184
calibration_00068,calibration,3,B3,300.0002628101976,-52.10749702526584,-295.4815987968913,300.0,-52.0944533000791,-295.4423259036624,300.0,-52.0944533000791,-295.4423259036624
calibration_00068,calibration,3,C1,749.8910394496651,281.9332865109778,102.59664720928413,750.0,281.9077862357725,102.60604299770061,750.0,281.9077862357725,102.60604299770061
calibration_00068,calibration,3,C2,900.0120489570523,-229.6967270586353,192.87521750685053,900.0,-229.81333293569338,192.83628290596184,900.0,-229.81333293569338,192.83628290596184
calibration_00068,calibration,3,C3,1049.9800308090537,-51.87967436821111,-295.2699584412021,1050.0,-52.0944533000791,-295.4423259036624,1050.0,-52.0944533000791,-295.4423259036624
calibration_00068,calibration,4,A1,-750.0812677702806,272.9739962245111,99.39575858452216,-750.0,272.9560403143369,99.34787393758417,-750.0,272.9560403143369,99.34787393758417
calibration_00068,calibration,4,A2,-900.0069269020432,-198.91560603924847,166.90775135335414,-900.0,-199.0241844506815,167.00111976792584,-900.0,-199.0241844506815,167.00111976792584
calibration_00068,calibration,4,A3,-1049.9520396038426,-34.3821663435567,-195.44697174068048,-1050.0,-34.45724202946934,-195.41673027589673,-1050.0,-34.45724202946934,-195.41673027589673
calibration_00068,calibration,4,B1,-299.9669690088715,281.86782809424017,102.57947763147709,-300.0,281.9077862357725,102.60604299770061,-300.0,281.9077862357725,102.60604299770061
calibration_00068,calibration,4,B2,0.08247793897666336,-229.83259527547295,192.8886614464001,0.0,-229.81333293569338,192.83628290596184,0.0,-229.81333293569338,192.83628290596184
calibration_00068,calibration,4,B3,300.03653861477517,-52.174053333663316,-295.4347383039176,300.0,-52.0944533000791,-295.4423259036624,300.0,-52.0944533000791,-295.4423259036624
calibration_00068,calibration,4,C1,749.9623573513792,281.89112013570127,102.56637651635286,750.0,281.9077862357725,102.60604299770061,750.0,281.9077862357725,102.60604299770061
