sample_id,split,stage,point,x,y,z
train_00000,train,0,A1,-806.5109500688901,577.9767901712461,126.25106816997582
train_00000,train,0,A2,-956.3260631883708,104.79213158992243,185.23696831614413
train_00000,train,0,A3,-1093.472894744219,270.8953937199103,-181.5382085917518
train_00000,train,0,B1,-124.47635021951723,453.1049374620575,-74.69999661363336
train_00000,train,0,B2,185.36640807330056,-59.09813583482284,-32.86527723712325
train_00000,train,0,B3,453.89849338340053,150.93983165979822,-526.5219435025105
train_00000,train,0,C1,1415.0611974396606,246.5063659398614,345.328515477066
train_00000,train,0,C2,1564.952473524861,-266.7481079231351,426.95834446977864
train_00000,train,0,C3,1728.2032755870857,-75.97059730542216,-52.174163630877196
train_00000,train,1,A1,-1138.3196244883468,293.6283210934465,81.31163707086792
train_00000,train,1,A2,-1294.567084644754,-176.58796826838162,147.19446053432807
train_00000,train,1,A3,-1434.3931463184297,-11.974296055851472,-219.25940130136667
train_00000,train,1,B1,-300.4807099916491,282.45647772544044,101.61635475005065
train_00000,train,1,B2,0.12314386476329278,-228.8649289003675,192.48663589028772
train_00000,train,1,B3,300.56377843135033,-50.92593704392395,-295.49742796293566
train_00000,train,1,C1,1090.894556635142,287.7591161204336,109.50748074347207
train_00000,train,1,C2,1254.1123683512392,-217.92698149951417,210.22196671072572
train_00000,train,1,C3,1405.9104815955873,-43.80317487435255,-278.8501588838967
train_00000,train,2,A1,-750.4289676433639,272.81203320895,97.90778795793679
train_00000,train,2,A2,-899.8814656378992,-199.30794637334915,165.38254034166974
train_00000,train,2,A3,-1049.6348022119585,-35.06844990349149,-197.28726909829456
train_00000,train,2,B1,-300.5374341259659,282.4736390597477,101.61518962924929
train_00000,train,2,B2,0.14808397022934125,-228.80868927905524,192.50982713472234
train_00000,train,2,B3,300.5508047405227,-50.894137244658125,-295.4455482504798
train_00000,train,2,C1,1090.8194462248791,287.7248773420177,109.56150963222937
train_00000,train,2,C2,1254.1297669364983,-217.86552601542638,210.2877662231278
train_00000,train,2,C3,1405.9415795643827,-43.77003847602422,-278.79534856299034
train_00000,train,3,A1,-750.4408568696283,272.86347633342604,97.89168565488161
