sample_id,split,stage,point,local_x,local_y,local_z,observed_x,observed_y,observed_z,target_x,target_y,target_z,final_target_x,final_target_y,final_target_z
train_00002,train,4,B1,-300.0,281.9077862357725,102.60604299770061,-299.4552268118682,281.626016975805,102.66956269226073,-300.0,281.9077862357725,102.60604299770061,-300.0,281.9077862357725,102.60604299770061
train_00002,train,4,B2,0.0,-229.81333293569338,192.83628290596184,0.38258955439711717,-230.2194191922059,192.8581350177186,0.0,-229.81333293569338,192.83628290596184,0.0,-229.81333293569338,192.83628290596184
train_00002,train,4,B3,300.0,-52.0944533000791,-295.4423259036624,300.4708903886146,-52.613020873053834,-295.3661687580221,300.0,-52.0944533000791,-295.4423259036624,300.0,-52.0944533000791,-295.4423259036624
train_00002,train,4,C1,-150.0,281.9077862357725,102.60604299770061,748.9175358943662,282.1915012685327,102.49505222054032,750.0,281.9077862357725,102.60604299770061,750.0,281.9077862357725,102.60604299770061
train_00002,train,4,C2,0.0,-229.81333293569338,192.83628290596184,898.7017458649326,-229.5918070564993,192.65664498006697,900.0,-229.81333293569338,192.83628290596184,900.0,-229.81333293569338,192.83628290596184
train_00002,train,4,C3,150.0,-52.0944533000791,-295.4423259036624,1048.847366342555,-51.841612805646875,-295.50981659590434,1050.0,-52.0944533000791,-295.4423259036624,1050.0,-52.0944533000791,-295.4423259036624
train_00003,train,0,A1,150.0,272.9560403143369,99.34787393758417,-1263.2357882917754,71.3642357160372,118.75195865653403,,,,-750.0,272.9560403143369,99.34787393758417
train_00003,train,0,A2,0.0,-199.0241844506815,167.00111976792584,-1452.6717848923104,-329.34874398507293,349.87274392573306,,,,-900.0,-199.0241844506815,167.00111976792584
train_00003,train,0,A3,-150.0,-34.45724202946934,-195.41673027589673,-1640.0026298269015,-258.22969249090266,-25.28100393165368,,,,-1050.0,-34.45724202946934,-195.41673027589673
train_00003,train,0,B1,-300.0,281.9077862357725,102.60604299770061,-586.6197496151882,96.57309340766899,31.95774993504635,,,,-300.0,281.9077862357725,102.60604299770061
train_00003,train,0,B2,0.0,-229.81333293569338,192.83628290596184,-263.3469377001612,-384.4439258772917,187.43591057916785,,,,0.0,-229.81333293569338,192.83628290596184
